text,label,Response
Wife love s it. Packed it with the pieces and it was perfect.,CG,Original
I love CrockPots that is perfect for the wide variety of containers.,CG,Original
I hang it myself and it looks nice.  I've also used it for a few hours.,CG,Original
"Using my second set of glasses, I thought they would be a nice addition to the kitchen. ",CG,Original
Big mirror that fits perfectly into my cabinet.  I've also used this for a few years.,CG,Original
Pretty good!  quite a few of the pieces are just too small.  I would recommend them,CG,Original
This is the second one that I have bought and it is a nice piece of equipment.,CG,Original
"Perfect size for hanging wreath, an easy to use and efficient way to make a small wreath",CG,Original
"I ADORE these bowls, can't wait to make the next batch of cold drinks!This is",CG,Original
They work great. I also use it as a measuring cup for measuring cupcakes.,CG,Original
Nice fit in the hand.  I love the feel of the fabric.  The colors are just,CG,Original
Great for the price!  We have had this for a few months now and have used it every,CG,Original
I bought these for bottling wine.  I love them.  I also like the fact that,CG,Original
Good padding and nice quality.  I love the feel of the fabric.  I would buy again,CG,Original
I love this popcorn machine!  I love the popcorn and I will keep my popcorn in this one,CG,Original
Nice but the size of the containers is a little small for a cup of tea.Very pretty.,CG,Original
Much easier to use Can't go wrong with this product. I will keep my review for the next,CG,Original
Great can opener that looks nice on the countertop. I will keep my opener in the drawer.,CG,Original
"love it, just wish the handle was more wide. Very good quality.",CG,Original
seems to have a defective seal. The only way to fix it is to just throw the container,CG,Computer-generated
works great. But boy do I love the fact that you can't just turn it off and off,CG,Original
"These are sturdy, snap into place, and are very comfortable.

The only reason I gave",CG,Original
"These have worked out so well. The only problem is that they are small, and the one I",CG,Original
"Great color and feel, very soft and great price.
I would recommend it.",OR,"Original
"
Very small but works if you don't have a lot of space.,OR,Original
Burns the hell out of my hands. Doesn't work at high temps,OR,Original
Works so fast. replaced the one I broke.,OR,Original
This shower curtain is beautiful. Nice fabric. Looks great in my bathroom.,OR,Original
Use it at work with our staff of 5. Holding up well.,OR,Original
Great mug! Husband says it is one of his favorites.,OR,Original
Worked out great for the small space I had in my closet!,OR,Original
"Was a gift, so don't know how it is. It is beautiful.",OR,Original
"This product actually works. Tried before and after use, definitely a difference.",OR,Original
Very happy with the quality of the merchandise and the speedy delivery.,OR,Original
"American made! Love that, now I just need the matching measuring cups",OR,Original
Not enough for a whole pie. Would need two or three sets.,OR,Original
Very impressed with the quality. Its a great size bag and durable.,OR,Original
Does what it is suppose to do. Hot water in a flash,OR,Original
"fantastic goblet, can store a lot of fluid like wine and beer!",OR,Original
Doesn't get warm even after sitting on it for hours.,OR,Original
I can't believe the low price for such quality!  Love it!,OR,Original
This is a reorder. Rated before whwn originally purchase.,OR,Computer-generated
Makes a good cup of coffee and takes any of the cups,OR,Original
I ordered this for my husband...he loves the set...especially the noodle strainer:),OR,Original
Plastic threads in the socket and the bulbs sent do not fit.,OR,Computer-generated
Nice. haven't totally unpacked it yet. is a gift. Styrofoam all over the place.,OR,Original
don't last long if you pull it along but otherwise it's ok,OR,Original
Exactly what I was looking for.  Love that they are clear.,OR,Original
These are great toilet brush holders. Sleek design and appear well made,OR,Original
Excellent service; arrived quickly and as promised. This is a lovely lamp.,OR,Original
I loved this! Small little cookie cutter - does its job perfectly.,OR,Original
"Makes keeping track of shoes easier, up off the floor and visible.",OR,Original
Wonderful product.  Shipped promptly.  Ordered about ten sets a gifts.,OR,Original
"very slow toasting, my rye bread becomes rock hard before it's toasted.",OR,Original
"I do find it a bit too soft, but overall it's ok.",OR,Original
I bought 10 of them and one of the corners was broken.,OR,Original
"I want more
The perfect pasta,cereal,ice cream,soup bowl ever perfect size for cereal",OR,Computer-generated
I love the Blue Air product and these filter covers are awesome!,OR,Original
Love it! Good quality and nice soft night light and noise variations,OR,Original
worked OK the one time before it fell apart and became unusable,OR,Original
Is s good strong suction vacuume. World's good an the carpet also.,OR,Original
Nice floral. no dead heading and no watering.,OR,Original
The lghts work beautifully and are very bright.,OR,Original
Worked for my rum infused chocolate covered strawberries and molded chocolate hearts.,OR,Original
The shells are beautiful and just what I'm looking for.  Thanks.,OR,Original
"Good quality, great price.  A tad loose on my 15"" mattress.",OR,Original
very sturdy and a great addition to our eat in breakfast nook.,OR,Original
"Classic, sturdy and functional.  Perfect for keeping honey at room temperature.",OR,Original
"Wonderful!!!!! Great size, throw them in the dishwasher - these area GREAT!!!!!",OR,Original
This one came to me broken!! The handle was a broken piece!,OR,Original
"Sturdy,  holds all my Camis and makes them easy to access.",OR,Original
Beautiful shower curtain. Just what I wanted. Looks good in my bathroom.,CG,Original
I have used these containers for a couple of weeks and I really love them. I have one in,CG,Original
Love the way the top holds the suction cups. I also love that the suction cups are,CG,Original
"Love the candles...have ordered more...also, have had the candles burn for a couple of weeks",CG,Original
"Used as a white elephant, it's just too thin for my liking.",CG,Original
My daughters loves it!  We have had it for a few months now and it's been great,CG,Original
"For a single cup of coffee, you can feel the coffee taste fresher, the coffee tastes lighter",CG,Original
Not what I expected my old ones to be. I will keep them for the future.,CG,Original
unpacked and used as soon as it arrived.  I was a little surprised how well this one,CG,Original
"Very flimsy for blackout curtains. Not an easy task to put together. Also, the dimensions are",CG,Original
"A standard christmas present for a friend, she loves it.

The only reason I gave",CG,Original
"Looks fantastic in my guest room. The only problem is that it's not really a vacuum, but",CG,Original
So easy to put up!  I love the look and feel of this pillow.,CG,Original
I absolutely love it.  We have had it for a few months now and it's been great,CG,Original
"Fits my 32 oz. Ozark, and I love the fact that it comes with a small",CG,Original
Such an amazing product and looks amazing in the kitchen. I will definitely buy again!Very pretty.,CG,Original
Perfect size for eggs for a couple of reasons.  I need a lot of egg whites and they,CG,Original
"Great straws - very durable and will last a long time.

The only reason I gave",CG,Original
Does the job but thinner than a professional blender?  I will say that it's a pretty good,CG,Original
Nicely made.  Great for keeping an open space on a shelf.  Very well made.,CG,Original
Fits well and seems to last a long time. Very good quality.,CG,Original
"I love this, perfect for what I need.  I've had mine for a couple of years",CG,Original
"they look pretty, will see some wear and tear on them but overall they are just the right size",CG,Original
Excellent product - my second. I love the look and feel of this pillow.,CG,Original
so ergonomically correct are these.  The only problem is that they are not really the same,CG,Original
"Mom loves it and is perfect for the summer.Very good quality.Nice, sturdy, and sturdy",CG,Original
Tiny spatulas. Unless you are using a professional spatula you will need to make sure the,CG,Original
"Purchased for my 10-year-old daughter, who has arthritis in her hands. ",CG,Original
"Easy to set up, sturdy, and easy to clean. I will be purchasing more!Very pretty",CG,Original
"Still a good product after reading a few reviews.Very good quality.Nice, sturdy, and functional",CG,Original
I use these bags to store containers and they are very thick and sturdy. They are very easy to,CG,Original
I thought this would be a good addition to my kitchen.  I also have a large kitchen.,CG,Original
"Complements different color schemes, that are more vibrant and more comfortable.",CG,Original
"Softer than my more expensive, more expensive, more expensive model, I'm just not sure how",CG,Original
I put the bottles of wine in the freezer and they are still fresh!  I have one in,CG,Original
"Small and compact, this travel mug has the design and design of a travel mug.",CG,Computer-generated
Works like a charm. Item looks great and the materials are good.  I have a large one,CG,Original
Love it use it daily and it is the best. I will keep my review.Very pretty.,CG,Original
"Item exactly as described,  and it arrived with a very good seal.  The dimensions are just",CG,Original
does great on pug dog treats.  It's a good size and the lid is strong enough,CG,Original
Does not fit my husbands bed.  It's just too small.  I would order one.,CG,Original
This is not what I wanted. The quality is just what I wanted. The dimensions are just what,CG,Original
"Very comfortable and helps my wrists. The only problem is that it's not really a vacuum, but",CG,Original
"Don't waste your time buying this set, they are just too thin and need to be cleaned every",CG,Original
"I wish I had bought this sooner, but it is a great product for the price!  It",CG,Original
Wish these were thicker. The cute polka dots pretty much disappear after baking.,OR,Original
The hooks are great for hanging stars from my ceiling! And great price!,OR,Original
Returned and exchanged twice now. Base broken every time. Over it.,OR,Original
"This knife is very sharp, be careful. Worked perfect for what i needed.",OR,Original
"Nice to travel with, taking them to Italy where ice is rather scarce.",OR,Original
If their handles were a bit thicker/stronger they will be a great product.,OR,Original
Do Not buy!! Quit working less than 2 months after it was purchased!!!,OR,Original
not as sturdy as i had expected. wobbles. it does the job though.,OR,Original
the blue color is much better than on picture. Good price and quality.,OR,Original
The knob from the end of the rod broke. Not good quality product.,OR,Original
They hold up my clothes. The yellow stuff doesn't rub off. Good hangars.,OR,Original
A little shorter then i expected but will try it out next christmas,OR,Original
"Love these sheets they are soft, cotton feel fit our king waterbed .",OR,Original
"as others mentioned - cord kinda small, and the hose is kinda stiff.",OR,Original
Got this for my daughters new place.  She seems to love it.,OR,Original
These were really fun for an Alice and Wonderland themed party.,OR,Original
This is a beautiful table runner and looks great on my antique table.,OR,Original
"Worked as expected, good price. Not much to say about a balloon weight.",OR,Original
"Nice and easy to assemble, it serves it's purpose both functional and aesthetically",OR,Original
These are so useful and attractive.  They made my old knives obsolete.,OR,Original
Works great and less than the shark brand! wiil and have bought again,OR,Original
This is exactly as advertised. Does. To get moldy.  Easy to clean.,OR,Original
Nice design great speed .. It worked excellent for my home made tamales,OR,Original
"Smells good, but it was broken and the glass is  cracked bad.",OR,Original
I was sent a soap fish that looked nothing like the pictures cattie.,OR,Original
"Great product, does it's job well holding my lunch several days a week.",OR,Original
"Cute lunchbox, great for preschooler. Fits plenty of food and easy to clean.",OR,Original
Nice quality. I bought this to be used with my Solo Campfire Stove.,OR,Original
Can't beat this time tested design.  Easy installation... highly functional ...priced right.,OR,Original
"In terms of overall durability, they're great, but they do scratch very easily.",OR,Original
"So far, so good! And no weird smell, unlike so many plastic liners.",OR,Original
Fantastic design. No debris falls out with the ends designed as they are.,OR,Original
Nice size.  Fits perfectly.  Love the added organization  they provide.,OR,Original
I use this pot for most everything!  This is my second purchase.,OR,Original
Very pleased with the product. Arrived in a timely manner. Exactly as shown.,OR,Original
Great for the mudrooma and as a towel rack and other wonderful projects.,OR,Original
SOOOOOOO cute. I love them. Adorable. Well made and totally worth the price!!,OR,Original
I got these as a gift for my son.,OR,Original
"Hygienic and great looks, what else do you want from a toilet brush?",OR,Original
I have this on my bar for rimming salt for margaritas. Looks sleek.,OR,Original
Returned because I thought I was ordering the bed and not the trundle,OR,Original
"This clock is large, easy to read, inexpensive, and gets the job done.",OR,Original
great tool ....my knives are a sharp as when I purchased them new,OR,Original
Super cute & great price! Have it in the blue and white too!,OR,Original
"Bought as a gift for my daughter, seems to be a great buy.",OR,Original
Very good buy for the price. The only problem is that it's kind of hard to put the,CG,Original
Doesn't fit queen bed. The material is too thick and thin for a queen bed.,CG,Original
GREAT PRODUCT... HAVE HAD CORELLE FOR YEARS!!WONDERFUL PRODUCT!,CG,Original
"Keep cold drinks cold, hot drinks hot, cold drinks hot.

The only reason I gave",CG,Computer-generated
It was as exactly decribed as it was shown on the picture.  The actual dimensions are just,CG,Original
"Not only does this ottoman look nice, it's comfortable and looks nice on my countertop",CG,Original
"The glass is wonderful, the colors are vibrant and the design is a nice touch.",CG,Original
I bought this as a gift for my daughter and she loved it.  It's been a great,CG,Original
Great Product & Service. I use it everyday.Very comfortable.  I love it!Very pretty,CG,Original
"These curtains weren't as wide as I expected.  I was expecting a tighter curtain, but the",CG,Original
"Easy to use. Pie edges are a little thin, but I will keep that in mind when making",CG,Original
"Totally works for me, I use it everyday. It is very easy to clean, I have",CG,Original
"The colors are good and look good, the materials are good, and the quality is good.",CG,Computer-generated
It's so amazing how it looks on the wall.  I will keep it for a long time,CG,Original
"These knives aren't only nice, they're also very sharp.

The blade is sharp and",CG,Original
I love this set! It looks great and the colors are vibrant.  I have a large collection,CG,Original
"Great cupcake holder. Looked nice and sturdy, but the instructions are a little misleading.",CG,Original
My wife has been making cookies for the last two years and she's happy with the way she's,CG,Original
The pillow is excessively firm.  I have an older version of this pillow that is a little larger,CG,Original
I grow my own spices and herbs and they are just what I needed for my kitchen.,CG,Original
High Quality. Works well. Solid material. The only problem is that it's not really a vacuum,CG,Original
Handled heavy pans without tipping.  The only problem is that it's kind of hard to put,CG,Original
"Look nice but is too small for my liking.Very good quality.Nice, sturdy, and functional",CG,Original
Just Stunning! Clean and Modern. We have had this for a few months now and have been,CG,Original
really l;ike this item.  We have had it for a few months now and it's,CG,Original
Perfect for my white desk. I love the look and feel of this chair.,CG,Original
Gorgeous industrial feel. Easy to use. The only problem is that it's not really a,CG,Original
Exactly as described. Purchased as a gift and the recipient loved it.,CG,Original
These are a nice size and a nice quality.  I will keep them for the next couple of,CG,Original
Knives look well in the kitchen. The only problem is that it's not really a strong one,CG,Original
Very pretty and the size is perfect.  It is thick enough to hold a small person and is,CG,Original
Used this on my mattress and it kept the sheets comfortable.  I also have a mattress that is,CG,Original
COMFORTABLE BUT MADE FOR A LOT OF USE!!  I've had mine for a couple,CG,Original
"So far, this thing has been a great addition to my kitchen.  I have a large kitchen",CG,Original
Fit well.  Not as thick as the ones we have but it's still a very nice one,CG,Original
"These icetrays really are easy-release, and have the design to make them work.
",CG,Original
"The scale is not accurate, it is just a bit too large.

The scale has a",CG,Original
I use this for doing some laundry and it's a good size.  It's been a couple,CG,Original
"These sheets are very thin, and have a wide opening. I will be purchasing a different size for",CG,Original
"These are exactly what I needed. The only problem is that they are small, and the one I",CG,Original
Loved it. Stopped working within a week and the only thing I did was turn it off,CG,Original
"Love it, and so will my wife and I. Very good quality.",CG,Original
"Make sure you follow,the directions are very easy to follow. I will keep my review for the",CG,Computer-generated
"The cushion works well for what it is intended to do.

The only reason I gave it",CG,Original
doesn't last very long. you can only burn so long before it won't float.,OR,Computer-generated
I use to make beer can chicken on the smoker.  Cleans up easily.,OR,Original
"Soft, soft, soft.  We love them.  We would order again without hesitation.",OR,Original
Perfect small scale! Easy to use and compact size makes it convenient for travel.,OR,Original
I love this pitcher! Perfect for tea and it doesn't drip all over everything!,OR,Original
